"Aceite de trabalho para ser apresentado na SE"
"Participar de Ensaios de Vento Cruzado da aer"
"Realizar o encontro de ação devolutiva do pro"
"servidor removido para SERE"
"PARTICIPAR DA PASSAGEM DE DIREÇÃO DO CLA."
"Participação da Visita Técnica do Serviço Mil"
"Participação da Visita Técnica do Serviço Mil"
"Informação protegida por sigilo nos termos da"
"O servidor irá acompanhar o Diretor-President"
"MP"
"CONFORME FISPA EM ANEXO"
"Missão: Operação Feliz 2017 - Objetivo: Acomp"
"COMPOR AS ESCALAS OPERACIONAIS DE OPERADOR DA"
"PARTICIPAÇÃO COMO MEMBRO EXTERNO NA BANCA DE "
"Visita a DFDA e montagem da Unidade Técnica."
"05.01.17 em Belém: Visitar Delegacia do Estad"
"De acordo com a solicitação recebida, em anex"
"Considerando que o presidente participará, no"
"Assessorar o presidente da Ebserh, produzir m"
"Reunião do GT - Risco Baloeiro, com o Exmo Se"
"PARTICIPAR DE CURSO CIS043 NO DTCEA-PS"
"REUNIÃO COM O SUPERINTENDENTE REGIONAL DO INC"
"participa da LXXX Junta Directiva da ASBA, qu"
