nomeOrgaoSuperior,resultado
PRESIDENCIA DA REPUBLICA,762387
MINISTERIO DO TURISMO,4452
MINISTERIO DO MEIO AMBIENTE,708915
MINISTERIO DO DESENVOLVIMENTO SOCIAL,732511
MINISTERIO DAS RELACOES EXTERIORES,388096
MINISTERIO DA JUSTICA,2520067
MINISTERIO DA FAZENDA,1326529
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",343821
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",330543
DEFENSORIA PUBLICA DA UNIAO,0
