nomeOrgaoSuperior,resultado
"PRESIDENCIA DA REPUBLICA",476649
"MINISTERIO DO TURISMO",11803
"MINISTERIO DO MEIO AMBIENTE",405451
"MINISTERIO DO DESENVOLVIMENTO SOCIAL",484103
"MINISTERIO DAS RELACOES EXTERIORES",249233
"MINISTERIO DA JUSTICA",2089013
"MINISTERIO DA FAZENDA",1371675
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",110396
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",224787
