nomeOrgaoSuperior,resultado
PRESIDENCIA DA REPUBLICA,605991
MINISTERIO DO TURISMO,10462
MINISTERIO DO MEIO AMBIENTE,781287
MINISTERIO DO DESENVOLVIMENTO SOCIAL,657490
MINISTERIO DAS RELACOES EXTERIORES,394353
MINISTERIO DA JUSTICA,2213861
MINISTERIO DA FAZENDA,881178
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",209532
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",356642
DEFENSORIA PUBLICA DA UNIAO,0
