nomeOrgaoSuperior,resultado
PRESIDENCIA DA REPUBLICA,984971
MINISTERIO DO TURISMO,105653
MINISTERIO DO MEIO AMBIENTE,1267602
MINISTERIO DO DESENVOLVIMENTO SOCIAL,770686
MINISTERIO DAS RELACOES EXTERIORES,530789
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,4303356
MINISTERIO DA FAZENDA,1643760
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",383822
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",579200
DEFENSORIA PUBLICA DA UNIAO,0
