nomeOrgaoSuperior,resultado
"PRESIDENCIA DA REPUBLICA",643293
"MINISTERIO DO TURISMO",21875
"MINISTERIO DO MEIO AMBIENTE",568160
"MINISTERIO DO DESENVOLVIMENTO SOCIAL",668663
"MINISTERIO DAS RELACOES EXTERIORES",166112
"MINISTERIO DA JUSTICA",2978061
"MINISTERIO DA FAZENDA",898492
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",192343
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",285799
"DEFENSORIA PUBLICA DA UNIAO",7446
