nomeOrgaoSuperior,resultado
"PRESIDENCIA DA REPUBLICA",321301
"MINISTERIO DO TURISMO",6227
"MINISTERIO DO MEIO AMBIENTE",322626
"MINISTERIO DO DESENVOLVIMENTO SOCIAL",356570
"MINISTERIO DAS RELACOES EXTERIORES",404284
"MINISTERIO DA JUSTICA",1316883
"MINISTERIO DA FAZENDA",773469
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",216004
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",247644
