nomeOrgaoSuperior,resultado
PRESIDENCIA DA REPUBLICA,627883
MINISTERIO DO TURISMO,5992
MINISTERIO DO MEIO AMBIENTE,490753
MINISTERIO DO DESENVOLVIMENTO SOCIAL,808356
MINISTERIO DAS RELACOES EXTERIORES,426323
MINISTERIO DA JUSTICA,1776637
MINISTERIO DA FAZENDA,988892
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",167721
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",329838
DEFENSORIA PUBLICA DA UNIAO,0
