Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13527658,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,457,0
13527661,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13527663,Aéreo,Brasil,Rondônia,Vilhena,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1294,0
13527666,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13527668,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13527669,Aéreo,Brasil,Goiás,Goiânia,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,252,0
13527670,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,637,0
13527672,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1266,0
13527674,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,376,0
13527684,Aéreo,Brasil,São Paulo,Guarulhos,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,577,0
13527686,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,360,0
13527687,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1481,0
13527689,Aéreo,Brasil,Bahia,Salvador,Brasil,Rio de Janeiro,Campos dos Goytacazes,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1017,0
13527690,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,994,0
13527691,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1107,0
13527694,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,571,0
13527697,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,653,0
13527701,Aéreo,Brasil,Bahia,Salvador,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,347,0
13527702,Aéreo,Brasil,São Paulo,Ribeirão Preto,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,769,0
13527703,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,517,0
13527708,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,559,0
13527711,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1826,0
13527718,Aéreo,Brasil,Bahia,Vitória da Conquista,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,564,0
13527729,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,434,0
13527732,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,371,0
13527744,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,993,0
13527746,Aéreo,Brasil,Pará,Belém,Peru,,Lima,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,5772,0
13527758,Aéreo,Brasil,Bahia,Vitória da Conquista,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,507,0
13527760,Aéreo,Haiti,,Porto Príncipe,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4721,0
13527761,Aéreo,Brasil,Bahia,Salvador,Brasil,Rio Grande do Sul,Santa Maria,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1357,0
13527766,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1135,0
13527768,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1158,0
13527769,Aéreo,Brasil,Paraná,Maringá,Brasil,São Paulo,Campinas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,546,0
13527769,Aéreo,Brasil,São Paulo,Campinas,Brasil,São Paulo,Marília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,260,0
13527778,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Bahia,Vitória da Conquista,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,505,0
13527779,Aéreo,Brasil,Pernambuco,Recife,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,805,0
13527787,Aéreo,Brasil,Pará,Belém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,306,0
13527795,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,861,0
13527796,Aéreo,Brasil,Rio Grande do Sul,Santa Maria,Brasil,Paraná,Londrina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,367,0
13527801,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,316,0
13527805,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Paraná,Maringá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,896,0
13527809,Aéreo,Brasil,Amazonas,Lábrea,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,538,0
13527816,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,837,0
13527821,Aéreo,Brasil,Bahia,Salvador,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,696,0
13527828,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,734,0
13527832,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,867,0
13527834,Aéreo,Brasil,Alagoas,Maceió,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,734,0
13527836,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1212,0
13527850,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,474,0
13527851,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,556,0
13527861,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,443,0
13527866,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,741,0
13527866,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Minas Gerais,Governador Valadares,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,609,0
13527868,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,523,0
13527871,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,313,0
13527883,Aéreo,Brasil,Alagoas,Maceió,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,734,0
13527884,Aéreo,Brasil,Amazonas,Manaus,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,786,0
13527896,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Minas Gerais,Governador Valadares,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,609,0
13527896,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,538,0
13527897,Aéreo,Brasil,Amazonas,Manaus,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1125,0
13527910,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,366,0
13527915,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,831,0
13527916,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1177,0
13527918,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,265,0
13527920,Aéreo,Brasil,Bahia,Salvador,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,289,0
13527920,Aéreo,Brasil,Bahia,Salvador,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,301,0
13527922,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,197,0
13527934,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,454,0
13527935,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,718,0
13527944,Aéreo,Brasil,Paraná,Foz do Iguaçu,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1096,0
13527946,Aéreo,Brasil,Pará,Santarém,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,163,0
13527952,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13527956,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,681,0
13527968,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,571,0
13527987,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Ceará,Juazeiro do Norte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,449,0
13527988,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1040,0
13527993,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,601,0
13527998,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,571,0
13528000,Aéreo,Brasil,Minas Gerais,Uberaba,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1012,0
13528001,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,593,0
13528008,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,498,0
13528010,Aéreo,Brasil,Bahia,Salvador,Brasil,Paraná,Londrina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,543,0
13528023,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Piauí,Teresina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,761,0
13528025,Aéreo,Portugal,,Porto,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2249,0
13528027,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,328,0
13528028,Aéreo,Brasil,Pernambuco,Recife,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,808,0
13528032,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,686,0
13528034,Aéreo,Brasil,Goiás,Goiânia,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,539,0
13528047,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,475,0
13528054,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1193,0
13528055,Aéreo,Brasil,Bahia,Salvador,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1058,0
13528057,Aéreo,Brasil,Pará,Marabá,Brasil,São Paulo,Campinas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1452,0
13528060,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,767,0
13528064,Aéreo,Brasil,São Paulo,Campinas,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1242,0
13528070,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,532,0
